journey_id,card_no,in_code,out_code,in_time,out_time,fare
122049,6273844489159224,998,849,2026-03-07 19:14:00,2026-03-07 19:41:00,60
122050,6273841371341072,425,536,2026-03-07 19:14:00,2026-03-07 19:32:00,52
122051,6273841874105407,490,320,2026-03-07 19:14:00,2026-03-07 19:27:00,76
122052,6273844752716374,400,673,2026-03-07 19:14:00,2026-03-07 19:59:00,100
122053,6273843928798774,490,140,2026-03-07 19:14:00,2026-03-07 19:42:00,132
122054,6273844229303698,400,490,2026-03-07 19:14:00,2026-03-07 19:35:00,60
122055,6273846836595605,595,813,2026-03-07 19:14:00,2026-03-07 19:58:00,52
122056,6273843292420518,998,425,2026-03-07 19:14:00,2026-03-07 19:29:00,164
122057,6273844244528404,561,860,2026-03-07 19:14:00,2026-03-07 19:55:00,100
122058,6273844768835117,198,595,2026-03-07 19:14:00,2026-03-07 19:41:00,124
122059,6273846352632763,288,595,2026-03-07 19:14:00,2026-03-07 19:50:00,108
122060,6273848235740974,906,180,2026-03-07 19:14:00,2026-03-07 19:41:00,220
122061,6273844705138731,597,595,2026-03-07 19:14:00,2026-03-07 19:59:00,28
122062,6273846647652020,473,947,2026-03-07 19:14:00,2026-03-07 19:18:00,148
122063,6273848899437098,140,423,2026-03-07 19:14:00,2026-03-07 19:56:00,100
122064,6273849739563480,425,536,2026-03-07 19:14:00,2026-03-07 19:42:00,52
122065,6273849651812172,320,820,2026-03-07 19:14:00,2026-03-07 19:22:00,140
122066,6273846964989327,947,237,2026-03-07 19:14:00,2026-03-07 19:50:00,204
122067,6273843836785506,180,820,2026-03-07 19:14:00,2026-03-07 19:25:00,180
122068,6273841635464171,395,745,2026-03-07 19:14:00,2026-03-07 19:36:00,116
122069,6273844979387206,425,998,2026-03-07 19:14:00,2026-03-07 19:47:00,164
122070,6273846356943121,597,320,2026-03-07 19:15:00,2026-03-07 19:21:00,108
122071,6273841123208394,473,180,2026-03-07 19:15:00,2026-03-07 19:33:00,100
122072,6273845393019979,198,157,2026-03-07 19:15:00,2026-03-07 19:58:00,44
122073,6273849739563480,536,490,2026-03-07 19:15:00,2026-03-07 19:46:00,28
122074,6273847411851479,423,288,2026-03-07 19:15:00,2026-03-07 19:48:00,52
122075,6273845967969911,830,237,2026-03-07 19:15:00,2026-03-07 19:23:00,164
122076,6273843422554675,395,423,2026-03-07 19:15:00,2026-03-07 19:48:00,36
122077,6273843372641363,849,998,2026-03-07 19:15:00,2026-03-07 19:53:00,60
122078,6273846342683910,849,490,2026-03-07 19:15:00,2026-03-07 19:28:00,100
122079,6273842817526975,180,536,2026-03-07 19:15:00,2026-03-07 19:37:00,124
122080,6273848779136378,745,425,2026-03-07 19:15:00,2026-03-07 19:24:00,92
122081,6273842016434389,595,860,2026-03-07 19:15:00,2026-03-07 19:57:00,92
122082,6273848280889592,425,906,2026-03-07 19:15:00,2026-03-07 19:52:00,148
122083,6273847645210200,561,595,2026-03-07 19:15:00,2026-03-07 19:30:00,28
122084,6273842015807520,157,595,2026-03-07 19:16:00,2026-03-07 19:38:00,148
122085,6273842569220567,849,561,2026-03-07 19:16:00,2026-03-07 19:52:00,84
122086,6273844588064701,947,423,2026-03-07 19:16:00,2026-03-07 19:41:00,164
122087,6273846101702615,180,849,2026-03-07 19:16:00,2026-03-07 19:55:00,196
122088,6273841886373664,561,288,2026-03-07 19:16:00,2026-03-07 19:30:00,100
122089,6273846677768616,860,423,2026-03-07 19:16:00,2026-03-07 20:00:00,148
122090,6273848305175295,813,180,2026-03-07 19:16:00,2026-03-07 19:41:00,172
122091,6273842021679838,830,237,2026-03-07 19:16:00,2026-03-07 19:37:00,164
122092,6273844247131729,490,597,2026-03-07 19:16:00,2026-03-07 19:41:00,52
122093,6273842587379667,830,813,2026-03-07 19:16:00,2026-03-07 19:40:00,36
122094,6273846398237929,473,198,2026-03-07 19:16:00,2026-03-07 19:32:00,84
122095,6273849734474051,849,490,2026-03-07 19:16:00,2026-03-07 19:44:00,100
122096,6273842498769845,198,180,2026-03-07 19:16:00,2026-03-07 19:55:00,36
122097,6273845228113622,423,849,2026-03-07 19:16:00,2026-03-07 19:54:00,132
122098,6273844140683078,425,830,2026-03-07 19:16:00,2026-03-07 19:31:00,116
122099,6273843781076292,745,860,2026-03-07 19:16:00,2026-03-07 19:54:00,68
122100,6273846416748230,490,190,2026-03-07 19:17:00,2026-03-07 19:39:00,108
122101,6273842947060531,395,852,2026-03-07 19:17:00,2026-03-07 19:22:00,156
122102,6273846656716144,237,157,2026-03-07 19:17:00,2026-03-07 20:01:00,52
122103,6273846620279841,400,423,2026-03-07 19:17:00,2026-03-07 19:22:00,28
122104,6273843252389573,947,998,2026-03-07 19:17:00,2026-03-07 19:42:00,28
122105,6273845300033283,425,947,2026-03-07 19:17:00,2026-03-07 19:58:00,156
122106,6273843287689264,536,425,2026-03-07 19:17:00,2026-03-07 19:33:00,52
122107,6273846341156868,595,820,2026-03-07 19:17:00,2026-03-07 19:49:00,60
122108,6273844322647324,180,473,2026-03-07 19:17:00,2026-03-07 19:50:00,100
122109,6273844451994058,813,849,2026-03-07 19:17:00,2026-03-07 20:00:00,44
122110,6273845776975721,597,486,2026-03-07 19:17:00,2026-03-07 19:55:00,60
122111,6273841543730293,998,423,2026-03-07 19:17:00,2026-03-07 19:22:00,172
122112,6273843272384526,237,157,2026-03-07 19:17:00,2026-03-07 19:49:00,52
122113,6273849663395254,852,947,2026-03-07 19:17:00,2026-03-07 19:41:00,44
122114,6273847744054815,561,198,2026-03-07 19:17:00,2026-03-07 19:51:00,116
122115,6273846459273533,423,906,2026-03-07 19:17:00,2026-03-07 19:57:00,156
122116,6273849061487963,947,830,2026-03-07 19:17:00,2026-03-07 19:44:00,60
122117,6273845995890613,490,400,2026-03-07 19:17:00,2026-03-07 19:27:00,60
122118,6273846221159039,473,860,2026-03-07 19:17:00,2026-03-07 19:21:00,132
122119,6273848853097750,536,745,2026-03-07 19:17:00,2026-03-07 19:27:00,60
122120,6273848240916061,237,860,2026-03-07 19:17:00,2026-03-07 19:31:00,188
122121,6273841736710074,198,860,2026-03-07 19:18:00,2026-03-07 19:35:00,196
122122,6273849729510938,673,425,2026-03-07 19:18:00,2026-03-07 19:22:00,84
122123,6273842950332480,595,745,2026-03-07 19:18:00,2026-03-07 19:26:00,44
122124,6273848373393466,288,473,2026-03-07 19:18:00,2026-03-07 19:47:00,68
122125,6273843235872985,849,998,2026-03-07 19:18:00,2026-03-07 19:46:00,60
122126,6273849319668107,830,852,2026-03-07 19:18:00,2026-03-07 19:56:00,36
122127,6273845205913701,813,561,2026-03-07 19:18:00,2026-03-07 19:41:00,60
122128,6273842747110837,536,320,2026-03-07 19:18:00,2026-03-07 19:36:00,84
122129,6273849254104251,597,395,2026-03-07 19:18:00,2026-03-07 19:35:00,100
122130,6273842478464062,237,198,2026-03-07 19:18:00,2026-03-07 19:57:00,28
122131,6273848184108527,190,395,2026-03-07 19:18:00,2026-03-07 19:56:00,60
122132,6273842998409355,849,852,2026-03-07 19:18:00,2026-03-07 19:34:00,28
122133,6273847404805506,561,947,2026-03-07 19:18:00,2026-03-07 19:29:00,116
122134,6273849608035894,745,673,2026-03-07 19:18:00,2026-03-07 19:47:00,28
122135,6273848412281767,198,288,2026-03-07 19:18:00,2026-03-07 19:58:00,36
122136,6273849881247136,198,490,2026-03-07 19:18:00,2026-03-07 19:45:00,100
122137,6273849742559698,190,486,2026-03-07 19:18:00,2026-03-07 19:32:00,100
122138,6273845502896125,947,830,2026-03-07 19:18:00,2026-03-07 19:56:00,60
122139,6273845400393288,745,473,2026-03-07 19:18:00,2026-03-07 20:00:00,84
122140,6273844570063745,288,180,2026-03-07 19:18:00,2026-03-07 19:28:00,52
122141,6273844576326720,190,595,2026-03-07 19:18:00,2026-03-07 20:01:00,132
122142,6273843832397116,320,490,2026-03-07 19:18:00,2026-03-07 19:52:00,76
122143,6273849568485139,423,906,2026-03-07 19:19:00,2026-03-07 19:42:00,156
122144,6273846569672392,595,852,2026-03-07 19:19:00,2026-03-07 19:30:00,84
122145,6273844535015523,425,157,2026-03-07 19:19:00,2026-03-07 19:50:00,100
122146,6273844943722668,536,157,2026-03-07 19:19:00,2026-03-07 19:44:00,132
122147,6273847366581876,190,423,2026-03-07 19:19:00,2026-03-07 19:40:00,76
122148,6273843996992880,400,813,2026-03-07 19:19:00,2026-03-07 19:33:00,116
122149,6273845956518519,536,947,2026-03-07 19:19:00,2026-03-07 19:29:00,124
122150,6273847024923501,998,486,2026-03-07 19:19:00,2026-03-07 19:43:00,148
122151,6273841333369596,490,673,2026-03-07 19:19:00,2026-03-07 19:32:00,60
122152,6273845478621572,745,395,2026-03-07 19:19:00,2026-03-07 19:45:00,116
122153,6273845389149739,190,395,2026-03-07 19:19:00,2026-03-07 19:38:00,60
122154,6273848408140902,849,425,2026-03-07 19:19:00,2026-03-07 20:02:00,124
122155,6273845574329855,157,597,2026-03-07 19:20:00,2026-03-07 19:28:00,156
122156,6273848666456135,595,190,2026-03-07 19:20:00,2026-03-07 19:42:00,132
122157,6273848581595720,288,490,2026-03-07 19:20:00,2026-03-07 19:28:00,84
122158,6273844690632323,820,140,2026-03-07 19:20:00,2026-03-07 19:26:00,196
122159,6273843493448328,490,673,2026-03-07 19:20:00,2026-03-07 20:01:00,60
122160,6273845704854906,423,536,2026-03-07 19:20:00,2026-03-07 19:49:00,60
122161,6273841395362346,947,597,2026-03-07 19:20:00,2026-03-07 19:32:00,100
122162,6273843726300848,180,673,2026-03-07 19:20:00,2026-03-07 19:28:00,156
122163,6273844900866656,561,288,2026-03-07 19:20:00,2026-03-07 19:57:00,100
122164,6273841054320339,395,745,2026-03-07 19:20:00,2026-03-07 19:27:00,116
122165,6273848602845863,595,237,2026-03-07 19:20:00,2026-03-07 19:49:00,116
122166,6273841685970153,947,561,2026-03-07 19:20:00,2026-03-07 19:58:00,116
122167,6273843468851745,906,190,2026-03-07 19:20:00,2026-03-07 20:03:00,212
122168,6273844676191681,561,745,2026-03-07 19:20:00,2026-03-07 20:02:00,52
122169,6273842523271548,820,813,2026-03-07 19:20:00,2026-03-07 19:26:00,28
122170,6273844809260773,140,597,2026-03-07 19:20:00,2026-03-07 19:33:00,164
122171,6273846096397606,849,180,2026-03-07 19:20:00,2026-03-07 19:53:00,196
122172,6273841722042800,288,813,2026-03-07 19:21:00,2026-03-07 19:48:00,140
122173,6273849771363222,473,395,2026-03-07 19:21:00,2026-03-07 20:02:00,52
122174,6273846037699922,947,320,2026-03-07 19:21:00,2026-03-07 20:00:00,188
122175,6273843821033682,425,237,2026-03-07 19:21:00,2026-03-07 19:44:00,68
122176,6273843387361283,998,140,2026-03-07 19:21:00,2026-03-07 19:37:00,252
122177,6273845390255990,190,425,2026-03-07 19:21:00,2026-03-07 19:33:00,84
122178,6273842576184176,595,400,2026-03-07 19:21:00,2026-03-07 19:59:00,84
122179,6273842871456310,288,425,2026-03-07 19:21:00,2026-03-07 19:57:00,60
122180,6273841480000735,490,395,2026-03-07 19:21:00,2026-03-07 19:52:00,68
122181,6273845563131834,157,180,2026-03-07 19:21:00,2026-03-07 20:03:00,28
122182,6273846026173175,288,947,2026-03-07 19:21:00,2026-03-07 19:56:00,196
122183,6273846213772683,561,395,2026-03-07 19:22:00,2026-03-07 19:42:00,84
122184,6273848360093415,906,860,2026-03-07 19:22:00,2026-03-07 19:42:00,28
122185,6273844628721580,190,490,2026-03-07 19:22:00,2026-03-07 19:31:00,108
122186,6273843018667385,190,490,2026-03-07 19:22:00,2026-03-07 19:28:00,108
122187,6273842109432708,561,849,2026-03-07 19:22:00,2026-03-07 19:44:00,84
122188,6273842641654712,595,536,2026-03-07 19:22:00,2026-03-07 19:28:00,36
122189,6273849138982508,745,813,2026-03-07 19:22:00,2026-03-07 19:48:00,28
122190,6273848673591752,190,947,2026-03-07 19:22:00,2026-03-07 19:29:00,220
122191,6273849209524181,673,852,2026-03-07 19:22:00,2026-03-07 19:37:00,68
122192,6273846410595437,157,830,2026-03-07 19:22:00,2026-03-07 19:30:00,196
122193,6273842618459495,830,673,2026-03-07 19:22:00,2026-03-07 19:33:00,52
122194,6273843358459767,998,536,2026-03-07 19:22:00,2026-03-07 19:57:00,132
122195,6273844100623315,157,745,2026-03-07 19:22:00,2026-03-07 19:28:00,172
122196,6273846352925999,998,860,2026-03-07 19:22:00,2026-03-07 19:45:00,44
122197,6273846862306292,198,486,2026-03-07 19:22:00,2026-03-07 19:58:00,92
122198,6273844700500715,852,998,2026-03-07 19:22:00,2026-03-07 20:02:00,52
122199,6273841918357364,180,906,2026-03-07 19:22:00,2026-03-07 20:06:00,220
122200,6273843146891078,906,595,2026-03-07 19:22:00,2026-03-07 19:43:00,100
122201,6273848871044656,852,490,2026-03-07 19:22:00,2026-03-07 19:36:00,108
122202,6273846764447685,536,190,2026-03-07 19:23:00,2026-03-07 19:39:00,116
122203,6273842209272136,198,998,2026-03-07 19:23:00,2026-03-07 19:44:00,220
122204,6273847530214835,400,157,2026-03-07 19:23:00,2026-03-07 19:39:00,84
122205,6273846966183362,849,190,2026-03-07 19:23:00,2026-03-07 19:38:00,188
122206,6273848635343057,288,745,2026-03-07 19:23:00,2026-03-07 19:29:00,132
122207,6273843346290789,947,595,2026-03-07 19:23:00,2026-03-07 19:55:00,108
122208,6273846728080983,190,561,2026-03-07 19:23:00,2026-03-07 19:51:00,124
122209,6273843032433626,998,320,2026-03-07 19:23:00,2026-03-07 20:03:00,196
122210,6273842279791678,947,536,2026-03-07 19:23:00,2026-03-07 19:56:00,124
122211,6273845369963070,423,140,2026-03-07 19:23:00,2026-03-07 19:57:00,100
122212,6273845722665312,190,140,2026-03-07 19:23:00,2026-03-07 20:05:00,44
122213,6273845427195466,237,486,2026-03-07 19:23:00,2026-03-07 19:32:00,84
122214,6273842175233786,486,190,2026-03-07 19:23:00,2026-03-07 19:31:00,100
122215,6273847579332302,849,745,2026-03-07 19:23:00,2026-03-07 20:06:00,52
122216,6273843016735704,490,860,2026-03-07 19:23:00,2026-03-07 19:42:00,116
122217,6273844038943143,745,473,2026-03-07 19:23:00,2026-03-07 20:01:00,84
122218,6273849201164884,490,395,2026-03-07 19:23:00,2026-03-07 19:48:00,68
122219,6273841233265393,198,237,2026-03-07 19:23:00,2026-03-07 20:03:00,28
122220,6273843089351613,561,947,2026-03-07 19:23:00,2026-03-07 19:40:00,116
122221,6273849409369781,561,820,2026-03-07 19:23:00,2026-03-07 19:44:00,68
122222,6273849807114815,536,947,2026-03-07 19:23:00,2026-03-07 19:29:00,124
122223,6273848661604355,157,561,2026-03-07 19:23:00,2026-03-07 19:58:00,140
122224,6273848991687674,820,852,2026-03-07 19:23:00,2026-03-07 20:04:00,44
122225,6273843781816166,745,140,2026-03-07 19:23:00,2026-03-07 19:44:00,180
122226,6273843834032940,320,423,2026-03-07 19:23:00,2026-03-07 20:07:00,44
122227,6273843051231667,490,288,2026-03-07 19:23:00,2026-03-07 19:55:00,84
122228,6273849116367981,597,157,2026-03-07 19:23:00,2026-03-07 19:41:00,156
122229,6273847466388574,830,190,2026-03-07 19:24:00,2026-03-07 19:38:00,180
122230,6273847117184283,595,190,2026-03-07 19:24:00,2026-03-07 19:51:00,132
122231,6273848286801802,830,860,2026-03-07 19:24:00,2026-03-07 19:55:00,44
122232,6273844276981686,745,536,2026-03-07 19:24:00,2026-03-07 19:50:00,60
122233,6273849854302981,198,237,2026-03-07 19:24:00,2026-03-07 19:34:00,28
122234,6273847045661630,561,425,2026-03-07 19:24:00,2026-03-07 19:58:00,60
122235,6273849955200947,320,830,2026-03-07 19:24:00,2026-03-07 20:06:00,148
122236,6273841194246412,947,673,2026-03-07 19:24:00,2026-03-07 19:49:00,92
122237,6273849171996602,673,237,2026-03-07 19:24:00,2026-03-07 19:28:00,132
122238,6273841584153907,395,673,2026-03-07 19:24:00,2026-03-07 19:32:00,108
122239,6273846375163519,490,140,2026-03-07 19:24:00,2026-03-07 19:33:00,132
122240,6273848298915310,597,237,2026-03-07 19:24:00,2026-03-07 19:41:00,124
122241,6273846456647891,673,395,2026-03-07 19:24:00,2026-03-07 19:28:00,108
122242,6273842213762044,198,490,2026-03-07 19:24:00,2026-03-07 20:09:00,100
122243,6273849280739695,998,852,2026-03-07 19:24:00,2026-03-07 20:09:00,52
122244,6273847510593319,745,830,2026-03-07 19:24:00,2026-03-07 19:54:00,44
122245,6273844001975830,140,820,2026-03-07 19:24:00,2026-03-07 19:57:00,196
122246,6273848897815193,561,597,2026-03-07 19:24:00,2026-03-07 19:49:00,36
122247,6273841615558730,423,157,2026-03-07 19:24:00,2026-03-07 19:41:00,92
122248,6273845783767153,180,745,2026-03-07 19:24:00,2026-03-07 19:35:00,164
122249,6273849064200751,860,490,2026-03-07 19:24:00,2026-03-07 19:50:00,116
122250,6273849744239931,597,998,2026-03-07 19:24:00,2026-03-07 19:43:00,108
122251,6273845339620158,180,813,2026-03-07 19:24:00,2026-03-07 19:48:00,172
122252,6273842512898230,400,395,2026-03-07 19:24:00,2026-03-07 19:56:00,28
122253,6273846647919064,852,536,2026-03-07 19:24:00,2026-03-07 19:35:00,100
122254,6273847146926527,820,400,2026-03-07 19:24:00,2026-03-07 19:46:00,124
122255,6273846100007920,673,849,2026-03-07 19:24:00,2026-03-07 20:05:00,60
122256,6273844969984006,320,860,2026-03-07 19:25:00,2026-03-07 19:58:00,172
122257,6273846200275246,860,288,2026-03-07 19:25:00,2026-03-07 19:50:00,180
122258,6273846743916304,849,490,2026-03-07 19:25:00,2026-03-07 20:07:00,100
122259,6273849799423086,190,140,2026-03-07 19:25:00,2026-03-07 19:57:00,44
122260,6273842255765673,561,813,2026-03-07 19:25:00,2026-03-07 19:38:00,60
122261,6273843850469960,395,906,2026-03-07 19:25:00,2026-03-07 19:47:00,172
122262,6273844543594413,486,852,2026-03-07 19:25:00,2026-03-07 20:00:00,116
122263,6273847806131503,820,395,2026-03-07 19:25:00,2026-03-07 20:09:00,132
122264,6273843241115809,906,486,2026-03-07 19:25:00,2026-03-07 19:35:00,132
122265,6273845452980491,745,486,2026-03-07 19:25:00,2026-03-07 19:29:00,76
122266,6273848839572168,597,998,2026-03-07 19:25:00,2026-03-07 19:34:00,108
122267,6273845752125772,852,288,2026-03-07 19:25:00,2026-03-07 19:37:00,172
122268,6273843691348966,190,906,2026-03-07 19:25:00,2026-03-07 19:35:00,212
122269,6273849163161995,180,595,2026-03-07 19:25:00,2026-03-07 19:37:00,140
122270,6273841450923606,140,400,2026-03-07 19:26:00,2026-03-07 19:48:00,92
122271,6273849511733965,820,490,2026-03-07 19:26:00,2026-03-07 19:39:00,84
122272,6273847372151149,423,597,2026-03-07 19:26:00,2026-03-07 19:52:00,84
122273,6273847285524599,852,820,2026-03-07 19:26:00,2026-03-07 19:34:00,44
122274,6273845809202957,813,288,2026-03-07 19:26:00,2026-03-07 19:43:00,140
122275,6273844050375267,597,813,2026-03-07 19:26:00,2026-03-07 19:54:00,44
122276,6273846887298930,595,745,2026-03-07 19:26:00,2026-03-07 19:40:00,44
122277,6273846232815873,595,673,2026-03-07 19:26:00,2026-03-07 19:45:00,36
122278,6273841720146329,395,597,2026-03-07 19:26:00,2026-03-07 20:04:00,100
122279,6273849216541762,745,425,2026-03-07 19:26:00,2026-03-07 19:45:00,92
122280,6273849279321056,288,597,2026-03-07 19:26:00,2026-03-07 19:31:00,116
122281,6273846708774136,849,597,2026-03-07 19:26:00,2026-03-07 20:10:00,68
122282,6273848200349209,140,198,2026-03-07 19:26:00,2026-03-07 19:36:00,52
122283,6273847439748619,423,490,2026-03-07 19:26:00,2026-03-07 19:45:00,52
122284,6273849293153877,423,906,2026-03-07 19:26:00,2026-03-07 19:47:00,156
122285,6273843414155156,288,998,2026-03-07 19:26:00,2026-03-07 19:35:00,204
122286,6273847517005667,288,813,2026-03-07 19:27:00,2026-03-07 20:05:00,140
122287,6273849514216737,597,198,2026-03-07 19:27:00,2026-03-07 20:10:00,132
122288,6273846144358546,852,745,2026-03-07 19:27:00,2026-03-07 19:54:00,60
122289,6273848110597209,490,180,2026-03-07 19:27:00,2026-03-07 20:00:00,116
122290,6273846988430948,849,425,2026-03-07 19:27:00,2026-03-07 19:37:00,124
122291,6273848900535801,813,595,2026-03-07 19:27:00,2026-03-07 19:31:00,52
122292,6273842601057703,395,998,2026-03-07 19:27:00,2026-03-07 19:50:00,188
122293,6273846398665187,490,852,2026-03-07 19:27:00,2026-03-07 19:43:00,108
122294,6273845176129557,180,486,2026-03-07 19:27:00,2026-03-07 19:45:00,108
122295,6273842099099144,157,395,2026-03-07 19:27:00,2026-03-07 19:56:00,76
122296,6273847119792584,288,486,2026-03-07 19:27:00,2026-03-07 20:11:00,76
122297,6273841235838835,536,140,2026-03-07 19:27:00,2026-03-07 19:34:00,140
122298,6273844576108500,180,288,2026-03-07 19:27:00,2026-03-07 19:34:00,52
122299,6273842041660650,473,320,2026-03-07 19:27:00,2026-03-07 19:31:00,60
122300,6273849063561196,190,490,2026-03-07 19:27:00,2026-03-07 19:58:00,108
122301,6273844767890650,288,813,2026-03-07 19:27:00,2026-03-07 20:01:00,140
122302,6273843824271383,423,998,2026-03-07 19:27:00,2026-03-07 19:39:00,172
122303,6273841210230242,830,852,2026-03-07 19:27:00,2026-03-07 19:51:00,36
122304,6273844609278216,849,140,2026-03-07 19:27:00,2026-03-07 19:40:00,212
122305,6273841301657894,830,860,2026-03-07 19:27:00,2026-03-07 19:39:00,44
122306,6273845534670880,852,190,2026-03-07 19:27:00,2026-03-07 19:39:00,196
122307,6273848484603791,395,423,2026-03-07 19:27:00,2026-03-07 19:49:00,36
122308,6273842113307763,423,597,2026-03-07 19:28:00,2026-03-07 19:54:00,84
122309,6273846111416419,395,820,2026-03-07 19:28:00,2026-03-07 20:00:00,132
122310,6273841339639991,288,830,2026-03-07 19:28:00,2026-03-07 19:45:00,156
122311,6273842790409988,561,490,2026-03-07 19:28:00,2026-03-07 19:55:00,36
122312,6273847182924925,425,190,2026-03-07 19:28:00,2026-03-07 20:01:00,84
122313,6273846801003729,597,400,2026-03-07 19:28:00,2026-03-07 20:01:00,92
122314,6273846739724140,490,820,2026-03-07 19:28:00,2026-03-07 19:44:00,84
122315,6273846384303971,860,288,2026-03-07 19:28:00,2026-03-07 19:57:00,180
122316,6273844549328797,813,423,2026-03-07 19:28:00,2026-03-07 20:07:00,108
122317,6273841008791386,813,745,2026-03-07 19:28:00,2026-03-07 20:13:00,28
122318,6273846618397859,595,852,2026-03-07 19:28:00,2026-03-07 19:51:00,84
122319,6273846297922016,288,830,2026-03-07 19:28:00,2026-03-07 20:08:00,156
122320,6273845206714755,486,820,2026-03-07 19:28:00,2026-03-07 19:38:00,92
122321,6273844690154525,947,423,2026-03-07 19:28:00,2026-03-07 20:04:00,164
122322,6273843124606112,595,745,2026-03-07 19:29:00,2026-03-07 20:04:00,44
122323,6273847412029613,830,860,2026-03-07 19:29:00,2026-03-07 19:49:00,44
122324,6273845791819667,820,849,2026-03-07 19:29:00,2026-03-07 20:07:00,36
122325,6273848984348340,947,425,2026-03-07 19:29:00,2026-03-07 20:13:00,156
122326,6273841183309751,395,745,2026-03-07 19:29:00,2026-03-07 19:52:00,116
122327,6273847994057540,490,820,2026-03-07 19:29:00,2026-03-07 19:50:00,84
122328,6273848211969235,813,486,2026-03-07 19:29:00,2026-03-07 20:12:00,84
122329,6273843104537383,745,237,2026-03-07 19:29:00,2026-03-07 20:08:00,140
122330,6273848695966385,673,237,2026-03-07 19:29:00,2026-03-07 19:45:00,132
122331,6273849928988317,830,157,2026-03-07 19:29:00,2026-03-07 19:48:00,196
122332,6273843691348966,998,395,2026-03-07 19:29:00,2026-03-07 20:02:00,188
122333,6273845059975994,140,998,2026-03-07 19:29:00,2026-03-07 19:35:00,252
122334,6273842722517521,595,852,2026-03-07 19:30:00,2026-03-07 19:34:00,84
122335,6273847269261566,288,561,2026-03-07 19:30:00,2026-03-07 20:06:00,100
122336,6273841503454210,157,849,2026-03-07 19:30:00,2026-03-07 19:47:00,204
122337,6273849757278594,906,190,2026-03-07 19:30:00,2026-03-07 19:54:00,212
122338,6273842601037627,423,745,2026-03-07 19:30:00,2026-03-07 20:01:00,100
122339,6273847835634127,425,490,2026-03-07 19:30:00,2026-03-07 19:57:00,44
122340,6273846814782132,813,673,2026-03-07 19:30:00,2026-03-07 19:57:00,36
122341,6273847422046990,745,320,2026-03-07 19:30:00,2026-03-07 19:44:00,124
122342,6273845420855982,157,673,2026-03-07 19:30:00,2026-03-07 20:13:00,164
122343,6273846831189099,830,595,2026-03-07 19:30:00,2026-03-07 19:53:00,68
122344,6273841762262967,947,998,2026-03-07 19:30:00,2026-03-07 20:12:00,28
122345,6273846628516747,140,852,2026-03-07 19:30:00,2026-03-07 19:57:00,220
122346,6273848667486550,906,425,2026-03-07 19:30:00,2026-03-07 20:14:00,148
122347,6273849088714707,157,400,2026-03-07 19:30:00,2026-03-07 20:13:00,84
122348,6273843083405553,190,140,2026-03-07 19:30:00,2026-03-07 19:48:00,44
122349,6273843350516373,425,595,2026-03-07 19:30:00,2026-03-07 20:14:00,68
122350,6273841498477236,820,849,2026-03-07 19:31:00,2026-03-07 20:03:00,36
122351,6273844537974681,140,490,2026-03-07 19:31:00,2026-03-07 20:14:00,132
122352,6273845790230987,830,852,2026-03-07 19:31:00,2026-03-07 19:57:00,36
122353,6273846853632356,320,400,2026-03-07 19:31:00,2026-03-07 20:04:00,36
122354,6273846495929998,852,813,2026-03-07 19:31:00,2026-03-07 20:11:00,52
122355,6273847044011664,490,536,2026-03-07 19:31:00,2026-03-07 19:48:00,28
122356,6273848268801795,852,595,2026-03-07 19:31:00,2026-03-07 19:58:00,84
122357,6273844938608337,536,813,2026-03-07 19:31:00,2026-03-07 20:10:00,68
122358,6273844252021091,423,998,2026-03-07 19:31:00,2026-03-07 19:41:00,172
122359,6273848880824094,849,947,2026-03-07 19:31:00,2026-03-07 19:55:00,52
122360,6273841253011493,673,536,2026-03-07 19:31:00,2026-03-07 19:44:00,52
122361,6273845032037254,998,561,2026-03-07 19:31:00,2026-03-07 19:59:00,124
122362,6273842830692682,423,947,2026-03-07 19:31:00,2026-03-07 19:41:00,164
122363,6273845118504701,425,849,2026-03-07 19:31:00,2026-03-07 20:12:00,124
122364,6273844759169271,180,595,2026-03-07 19:32:00,2026-03-07 20:10:00,140
122365,6273843445050526,473,852,2026-03-07 19:32:00,2026-03-07 19:40:00,124
122366,6273841124690340,473,425,2026-03-07 19:32:00,2026-03-07 20:04:00,28
122367,6273842310254478,813,486,2026-03-07 19:32:00,2026-03-07 19:47:00,84
122368,6273842510030832,198,745,2026-03-07 19:32:00,2026-03-07 19:42:00,148
122369,6273842942183928,180,423,2026-03-07 19:32:00,2026-03-07 20:04:00,84
122370,6273842366914915,400,490,2026-03-07 19:32:00,2026-03-07 19:37:00,60
122371,6273848310800921,473,745,2026-03-07 19:32:00,2026-03-07 19:46:00,84
122372,6273847404379455,157,561,2026-03-07 19:32:00,2026-03-07 19:44:00,140
122373,6273842877482032,490,947,2026-03-07 19:32:00,2026-03-07 20:00:00,132
122374,6273842271673081,947,561,2026-03-07 19:32:00,2026-03-07 19:49:00,116
122375,6273845065615373,473,906,2026-03-07 19:32:00,2026-03-07 20:13:00,140
122376,6273841389800260,425,830,2026-03-07 19:32:00,2026-03-07 20:08:00,116
122377,6273845783969792,423,673,2026-03-07 19:33:00,2026-03-07 20:04:00,92
122378,6273844164113732,745,597,2026-03-07 19:33:00,2026-03-07 19:57:00,36
122379,6273844764831075,473,595,2026-03-07 19:33:00,2026-03-07 19:40:00,60
122380,6273846826819533,673,852,2026-03-07 19:33:00,2026-03-07 19:52:00,68
