card_no,holder,cnic,balance,status
6273844812572438,Sadia Qureshi,54149-8505989-9,1763,ACTIVE
6273841952502519,Amna Nawaz,14895-7056056-2,2379,ACTIVE
6273841359915111,Amna Aslam,64590-6078619-7,1678,ACTIVE
6273841699562047,Imran Aslam,36577-7537014-1,2802,ACTIVE
6273846640679353,Hassan Sultan,48318-2213405-9,4447,ACTIVE
6273845454343794,Danish Farooq,94185-1101650-5,2455,ACTIVE
6273849308323181,Bilal Zafar,15700-4584516-5,1891,ACTIVE
6273844523069654,Tariq Siddiqui,31867-8798766-1,1198,ACTIVE
6273847344191429,Asad Raza,61388-2124059-7,2683,BLOCKED
6273849987687566,Fatima Khan,31387-6279946-3,1907,ACTIVE
6273845483104713,Hira Sheikh,78322-8544393-6,2390,ACTIVE
6273844785669782,Usman Khan,32435-1719853-2,2107,ACTIVE
6273848631451178,Bilal Sultan,83371-2278725-2,3457,ACTIVE
6273841871219463,Kashif Farooq,71645-4320456-7,417,ACTIVE
6273849445636085,Rabia Farooq,56493-2664767-2,204,ACTIVE
6273849709038148,Junaid Sheikh,86293-3820708-2,4789,ACTIVE
6273846295660004,Umar Khan,33004-1555954-6,2216,ACTIVE
6273841008057599,Maryam Khan,83591-2430822-8,3841,ACTIVE
6273846741426169,Ahmed Qureshi,27968-7562454-7,4823,ACTIVE
6273846909686124,Bilal Bashir,77182-3439788-9,2957,ACTIVE
6273843403140374,Ahmed Zafar,26811-9578039-7,2772,ACTIVE
6273841034492188,Hira Malik,68928-5493037-9,82,ACTIVE
6273848472674205,Nimra Sheikh,97168-6423198-3,1543,ACTIVE
6273841421148423,Usman Javed,50650-3450445-3,108,ACTIVE
6273842521907852,Imran Ahmed,11635-7006537-1,4116,ACTIVE
6273841148487693,Asad Zafar,58450-6868206-3,2599,ACTIVE
6273842173158627,Maryam Raza,62020-5609126-3,929,ACTIVE
6273844094881255,Junaid Farooq,50666-2563038-3,309,ACTIVE
6273849213035547,Mehwish Bashir,99118-2745474-5,3309,ACTIVE
6273849419542713,Laiba Ahmed,90103-5041327-5,887,ACTIVE
6273848887799753,Mehwish Bashir,20333-2020277-1,1918,ACTIVE
6273844111872588,Kashif Nawaz,41565-2180697-6,2084,ACTIVE
6273841016408488,Adnan Chaudhry,68956-9153492-7,3958,ACTIVE
6273846809907894,Kashif Khan,36034-9891708-7,1404,ACTIVE
6273844198116645,Shahid Sultan,46035-7864184-7,2019,ACTIVE
6273845370785821,Junaid Rashid,73093-2694208-4,3675,ACTIVE
6273845531137926,Rabia Bashir,79270-9144195-4,3753,ACTIVE
6273844658831772,Umar Mirza,70027-3410720-1,1245,ACTIVE
6273846511261893,Hira Siddiqui,24104-7709870-3,3393,ACTIVE
6273849434307197,Hassan Raza,82251-4785871-5,17,ACTIVE
6273845636622788,Ahmed Mirza,50677-7635325-1,3684,ACTIVE
6273847712214156,Umar Butt,14472-5279061-4,3565,ACTIVE
6273848537793556,Adnan Zafar,30725-8888369-6,4817,ACTIVE
6273842020388171,Danish Ahmed,67958-4870053-7,1921,ACTIVE
6273842870649973,Imran Sheikh,57229-8739837-1,4270,ACTIVE
6273842490240689,Kashif Malik,23391-4671399-9,4602,ACTIVE
6273848707620828,Ayesha Malik,30057-1323422-7,1761,ACTIVE
6273845701387756,Asad Farooq,19555-6341351-2,2205,ACTIVE
6273849782850601,Ahmed Javed,13727-4594851-3,2884,ACTIVE
6273845069778894,Bilal Ahmed,30901-1684173-5,400,ACTIVE
6273843984761331,Laiba Hussain,20827-8623464-3,826,ACTIVE
6273848238658242,Ayesha Khan,51061-9235296-2,3646,ACTIVE
6273845761349425,Ahmed Aslam,38221-5432710-7,2478,ACTIVE
6273847379656127,Usman Aslam,90465-9681013-3,1741,ACTIVE
6273848920192837,Nimra Mirza,25307-3167607-1,1698,ACTIVE
6273842841421822,Nimra Zafar,30435-9029901-5,2155,BLOCKED
6273841292494416,Shahid Qureshi,90571-5125052-5,4044,ACTIVE
6273847243721628,Sadia Bashir,43374-5477911-8,1456,ACTIVE
6273846248668954,Hina Nawaz,68692-6126967-7,2826,ACTIVE
6273848808711560,Hina Hussain,88344-4638105-9,4129,ACTIVE
6273845090068765,Kashif Raza,34092-5327748-8,614,ACTIVE
6273846878612821,Laiba Iqbal,52935-1705134-3,908,ACTIVE
6273846919117056,Noor Javed,58664-1272195-1,2989,ACTIVE
6273843915894522,Sana Hussain,67502-7839275-6,1118,ACTIVE
6273847948523900,Usman Hussain,88564-5013095-3,4496,ACTIVE
6273842318681184,Fatima Aslam,19396-8170230-8,274,ACTIVE
6273845104283008,Nimra Malik,52626-4070417-8,2652,ACTIVE
6273848537522219,Kashif Raza,95041-8771672-2,3991,ACTIVE
6273844079411232,Rabia Rashid,32820-9451191-9,2963,ACTIVE
6273843806120724,Hira Sheikh,19726-5188776-6,3691,ACTIVE
6273841481384987,Kashif Mirza,46788-9445489-6,1830,ACTIVE
6273842218597001,Hira Sheikh,61661-5145954-3,2747,ACTIVE
6273848305361626,Hira Zafar,85862-8186639-3,4411,ACTIVE
6273845252349015,Maryam Mirza,28514-3624953-1,111,ACTIVE
6273841395493420,Bilal Butt,82628-1687547-9,4487,ACTIVE
6273844161676903,Usman Khan,73637-3360999-3,611,ACTIVE
6273842543723885,Ayesha Mirza,43592-9078514-6,4036,ACTIVE
6273846647512944,Danish Sultan,80724-6390367-6,2467,ACTIVE
6273841771973482,Umar Mirza,94705-2536742-8,3986,ACTIVE
6273848786012611,Fatima Bashir,84342-3643355-1,3682,ACTIVE
6273845168431669,Noor Khan,99715-1155942-7,2063,ACTIVE
6273841878442810,Sana Farooq,56678-9999371-1,4346,ACTIVE
6273844591853120,Owais Bashir,30636-9197524-2,110,ACTIVE
6273849226516298,Ahmed Farooq,80913-5561464-1,3232,ACTIVE
6273844768712222,Zainab Khan,12332-6619787-6,2437,ACTIVE
6273845625242615,Hina Raza,31125-7417315-7,3269,ACTIVE
6273848932925882,Sana Qureshi,48369-4501684-8,1211,ACTIVE
6273847152938202,Nimra Nawaz,85896-5096868-4,3357,ACTIVE
6273847226519486,Noor Ahmed,60144-9197097-2,2951,ACTIVE
6273846434000684,Amna Mirza,66437-3619969-3,2033,ACTIVE
6273846598275019,Hassan Malik,85364-1398171-1,1876,ACTIVE
6273841641734360,Laiba Malik,87254-8869508-5,167,ACTIVE
6273843866385082,Owais Javed,60258-7648204-9,323,ACTIVE
6273841991226019,Maryam Ahmed,63301-3738153-5,1055,ACTIVE
6273847949677480,Iqra Aslam,53532-2410248-3,2830,ACTIVE
6273846735516633,Maryam Butt,83773-5105659-9,2661,ACTIVE
6273849867988626,Amna Aslam,50320-4083062-9,3942,ACTIVE
6273844743986050,Ahmed Farooq,85024-2818245-2,4253,ACTIVE
6273848028871787,Mehwish Ahmed,47775-4418065-3,3654,ACTIVE
6273848384627291,Iqra Javed,80992-2379506-8,1096,ACTIVE
6273843639160532,Noor Zafar,57319-9079323-7,1615,ACTIVE
6273844335286149,Mehwish Raza,90814-9784586-8,1645,ACTIVE
6273844682794748,Danish Iqbal,47036-6166112-9,1070,ACTIVE
6273846874835463,Tariq Hussain,50284-8791906-4,1599,ACTIVE
6273841811576099,Maryam Raza,60831-4296089-8,1350,ACTIVE
6273841969676765,Kashif Nawaz,27976-3941283-8,2371,ACTIVE
6273849633008353,Hira Mirza,54880-3116049-5,2824,ACTIVE
6273846914015432,Noor Chaudhry,73829-2881581-1,1778,ACTIVE
6273846125516106,Maryam Nawaz,78279-2122803-7,954,ACTIVE
6273849338063922,Farhan Farooq,34683-2522480-1,2254,ACTIVE
6273847669081723,Sadia Sheikh,79367-4647630-5,1758,ACTIVE
6273842283918589,Hassan Aslam,25356-2001841-5,2696,ACTIVE
6273846756501147,Hina Hussain,11578-4635905-1,1167,ACTIVE
6273844081871533,Usman Sheikh,97229-6731379-9,1069,ACTIVE
6273843230708232,Sadia Mirza,23487-4934871-1,323,ACTIVE
6273845021366979,Nimra Bashir,33870-9633423-8,1094,ACTIVE
6273848468413453,Junaid Khan,65039-3599573-2,2129,ACTIVE
6273846620901053,Imran Bashir,85341-6184388-2,568,BLOCKED
6273842849183271,Owais Hussain,67635-4445505-9,992,ACTIVE
6273843421717874,Farhan Siddiqui,23750-1158209-4,3610,ACTIVE
6273847736228575,Ayesha Bashir,52967-8544246-6,76,ACTIVE
6273845282880160,Ayesha Hussain,48731-7868869-7,4707,ACTIVE
6273847879605994,Imran Hussain,66597-4512228-2,423,ACTIVE
6273849649440097,Bilal Aslam,82522-6416093-5,4344,ACTIVE
6273848302094108,Hina Chaudhry,87378-8179340-7,704,ACTIVE
6273849646008199,Farhan Chaudhry,66304-4292424-3,97,ACTIVE
6273849776164169,Iqra Nawaz,64745-5523725-7,3104,ACTIVE
6273842200878340,Shahid Bashir,63560-7877231-6,1458,ACTIVE
6273849447575744,Junaid Khan,26864-6006639-7,2037,ACTIVE
6273845398609627,Adnan Butt,79308-1468330-9,4263,ACTIVE
6273843038879114,Hira Javed,31589-2641155-5,3524,ACTIVE
6273846159474579,Umar Nawaz,66149-8289321-8,2422,ACTIVE
6273849488670529,Sana Zafar,76576-9130160-9,4574,ACTIVE
6273843043694760,Kashif Iqbal,82288-9584206-8,4357,ACTIVE
6273844994849135,Bilal Hussain,44361-1965795-7,1098,ACTIVE
6273846554895546,Sadia Iqbal,46929-1601754-7,1,ACTIVE
6273845412480484,Hassan Zafar,63367-6642412-2,3577,ACTIVE
6273843976247996,Rabia Hussain,95958-6672975-3,3556,ACTIVE
6273842467965150,Noor Zafar,63917-2622135-2,2409,ACTIVE
6273841271911210,Rabia Rashid,78854-6823305-4,3187,ACTIVE
6273842682934535,Asad Farooq,88672-6455850-6,1436,ACTIVE
6273846827158699,Tariq Malik,30650-2590991-7,1271,ACTIVE
6273849836844753,Fatima Khan,67302-4630316-8,4531,ACTIVE
6273847266424538,Hira Sultan,24851-3003302-6,2643,ACTIVE
6273844794802025,Hina Butt,62712-7341732-1,2532,ACTIVE
6273845336777966,Bilal Nawaz,77448-2152547-7,3677,ACTIVE
6273844977207248,Amna Qureshi,89104-9571430-1,97,ACTIVE
6273843742477885,Sana Rashid,41662-7156145-8,1301,ACTIVE
6273849085683119,Imran Nawaz,14842-4715496-2,4496,ACTIVE
6273848973750861,Owais Mirza,86017-6691223-2,4367,ACTIVE
6273848388608453,Amna Rashid,50874-5731125-1,3337,ACTIVE
6273845411525804,Danish Aslam,40846-6088329-1,4508,ACTIVE
6273843216389859,Hira Bashir,46717-5106970-4,3414,ACTIVE
6273843009007237,Rabia Bashir,27310-3265127-2,3911,ACTIVE
6273843826697617,Maryam Rashid,19253-3767623-7,4578,ACTIVE
6273846018369925,Umar Zafar,54902-8895422-4,1996,ACTIVE
6273845120874801,Hina Hussain,64689-1215273-8,3307,ACTIVE
6273841833079963,Noor Sheikh,32226-4767399-6,607,ACTIVE
6273843180176035,Zainab Hussain,33391-2572642-1,404,ACTIVE
6273844129505564,Usman Khan,25153-4786941-8,3824,ACTIVE
6273844320580328,Maryam Sultan,22661-7288558-2,2385,ACTIVE
6273842100297575,Noor Sheikh,36197-1016710-2,3147,ACTIVE
6273848290932504,Hira Bashir,32380-5037862-3,4642,ACTIVE
6273847754167570,Junaid Butt,53920-4780009-3,2061,ACTIVE
6273843555006054,Kashif Khan,34698-1921917-4,1695,ACTIVE
6273844591716167,Farhan Siddiqui,11925-2200492-4,3258,ACTIVE
6273845463042612,Sadia Javed,15886-3051287-6,3245,ACTIVE
6273849797735407,Noor Chaudhry,36098-9419768-9,4393,ACTIVE
6273844366680911,Maryam Qureshi,77018-2394451-1,3103,ACTIVE
6273842757552851,Asad Rashid,85309-1875754-5,4500,ACTIVE
6273845295359765,Ahmed Hussain,77153-6999742-8,613,ACTIVE
6273843497318816,Noor Khan,90569-3931158-9,834,ACTIVE
6273849977181528,Owais Mirza,20350-7066821-6,2850,ACTIVE
6273846472476325,Junaid Sheikh,28270-5895660-2,2454,ACTIVE
6273842484665415,Iqra Siddiqui,70016-4836911-1,575,ACTIVE
6273846297504729,Danish Hussain,77873-6060080-2,4083,ACTIVE
6273849528318697,Noor Sheikh,29279-1547027-7,3582,ACTIVE
6273844685490730,Maryam Iqbal,43492-9899577-8,3580,ACTIVE
6273843793117169,Nimra Ahmed,93968-5255277-2,2991,ACTIVE
6273846606319258,Danish Siddiqui,89296-6005698-7,3733,ACTIVE
6273847381847619,Hira Mirza,47243-3935288-5,481,ACTIVE
6273841053034646,Hina Qureshi,26321-4723615-8,4020,ACTIVE
6273847054302986,Owais Hussain,12166-9088812-8,2464,ACTIVE
6273844619960901,Rabia Bashir,79851-9509097-8,4164,ACTIVE
6273847338125252,Bilal Javed,91498-7307318-7,4519,ACTIVE
6273845811160540,Junaid Mirza,91108-9726242-5,1863,ACTIVE
6273845809642388,Farhan Malik,73251-1547949-6,3427,ACTIVE
6273844493848617,Zainab Zafar,66408-8686172-8,1012,ACTIVE
6273847499485527,Bilal Sultan,56528-3327431-3,4688,ACTIVE
6273847301490697,Umar Farooq,15977-1414165-6,3254,ACTIVE
6273846585034115,Imran Malik,97210-6578723-8,4414,ACTIVE
6273844818302757,Amna Ahmed,56248-9324672-6,986,ACTIVE
6273843463174852,Mehwish Aslam,32413-8926541-7,2043,ACTIVE
6273848669843428,Amna Javed,19631-7121721-6,2029,ACTIVE
6273849789235161,Fatima Nawaz,94349-9009730-3,4959,ACTIVE
6273844512573065,Ayesha Ahmed,32532-8263450-1,3156,ACTIVE
6273843617780756,Mehwish Nawaz,11030-7807660-5,1531,ACTIVE
6273849156335055,Hira Sheikh,51322-5155970-3,4387,ACTIVE
6273845808049989,Zainab Zafar,39881-5724759-7,4305,ACTIVE
6273849311377933,Shahid Bashir,92052-7407944-8,4022,ACTIVE
6273844840732477,Hira Zafar,47370-1706792-1,815,ACTIVE
6273849912418522,Nimra Aslam,59706-5589467-3,3828,ACTIVE
6273847226830492,Junaid Sheikh,14568-8424839-1,2029,ACTIVE
6273844847060473,Owais Sultan,36462-6486686-2,1615,ACTIVE
6273848251883274,Iqra Sheikh,20948-8569744-7,2033,ACTIVE
6273847686287230,Shahid Aslam,90308-2021074-4,215,ACTIVE
6273846245262873,Tariq Sultan,35812-7361069-6,3817,ACTIVE
6273849170828564,Junaid Malik,48905-4910255-9,2969,ACTIVE
6273841292315864,Kashif Iqbal,43134-7557452-4,330,ACTIVE
6273849506511143,Nimra Chaudhry,43951-4057627-7,2045,ACTIVE
6273848032804861,Mehwish Butt,87630-3986034-6,2096,ACTIVE
6273849166189985,Farhan Nawaz,39181-9292901-9,2957,BLOCKED
6273841849161829,Noor Farooq,54121-4554473-5,3133,ACTIVE
6273848552101733,Hina Sheikh,27717-3032419-1,31,ACTIVE
6273842714824668,Fatima Bashir,48504-7724374-5,4258,ACTIVE
6273846552253636,Hassan Khan,21465-6903659-6,2539,ACTIVE
6273843619073940,Danish Khan,70271-7758728-6,1975,ACTIVE
6273846329842760,Hassan Sultan,95641-1687798-5,3325,ACTIVE
6273846918771958,Owais Javed,84267-4565897-3,2376,ACTIVE
6273848299103192,Ayesha Hussain,45620-2775062-4,1110,ACTIVE
6273843259932989,Maryam Farooq,92940-8243374-1,957,ACTIVE
6273847084038316,Sadia Farooq,94685-2114933-6,772,ACTIVE
6273845186140504,Amna Hussain,49876-6008318-6,2374,ACTIVE
6273842165709485,Amna Siddiqui,62864-3390618-3,2775,ACTIVE
6273845214491785,Hira Qureshi,99032-2971185-9,4719,ACTIVE
6273843889732284,Asad Butt,37540-2819858-6,192,ACTIVE
6273849964426339,Bilal Iqbal,12097-6420444-5,4750,ACTIVE
6273845790551268,Maryam Aslam,50608-3075894-3,4963,ACTIVE
6273842956353475,Hira Qureshi,89376-3861079-1,2771,ACTIVE
6273847696779109,Ayesha Hussain,72075-8304202-8,1921,ACTIVE
6273842557094781,Farhan Nawaz,61803-7353671-4,1140,ACTIVE
6273842509957167,Imran Siddiqui,26921-1015968-9,3319,ACTIVE
6273848636204224,Laiba Ahmed,67406-3995707-9,4632,ACTIVE
6273848947364499,Laiba Javed,56863-9950007-6,930,ACTIVE
6273843788000712,Sadia Hussain,64216-1301202-9,1033,ACTIVE
6273841491792859,Mehwish Ahmed,12340-3199528-1,987,ACTIVE
6273846092378386,Hina Nawaz,27079-2830485-9,128,ACTIVE
6273847330510032,Sana Chaudhry,95125-2615416-3,4037,BLOCKED
6273847425654466,Sadia Mirza,56299-1341265-7,2793,ACTIVE
6273846275644638,Hassan Chaudhry,53211-9026143-9,4971,ACTIVE
6273844210355902,Zainab Raza,26665-7814949-2,3345,ACTIVE
6273844974885117,Danish Chaudhry,12465-7581657-7,255,ACTIVE
6273848081310636,Danish Butt,79565-6837435-5,3115,ACTIVE
6273846025020061,Danish Siddiqui,53026-2538551-7,1537,ACTIVE
6273842901874884,Ayesha Raza,25095-3968162-4,3949,ACTIVE
6273847846227333,Laiba Mirza,60791-5678377-2,3787,BLOCKED
6273846883077849,Bilal Chaudhry,48500-7914471-4,3933,ACTIVE
6273849170924048,Farhan Sultan,21927-3132063-9,4561,ACTIVE
6273843066326972,Sana Iqbal,17734-1019637-1,2593,ACTIVE
6273841996058427,Zainab Malik,81418-4432938-6,1990,BLOCKED
6273846810235311,Hina Butt,80476-6922123-6,974,ACTIVE
6273845019742833,Kashif Hussain,67601-5956059-5,1525,ACTIVE
6273848228644473,Zainab Farooq,84943-6118691-1,3429,ACTIVE
6273841282618665,Amna Javed,24234-3515557-5,4095,ACTIVE
6273849666317855,Asad Siddiqui,50302-6623346-3,4807,ACTIVE
6273846122794556,Maryam Sheikh,68380-9864599-4,3306,ACTIVE
6273847880811261,Amna Bashir,38464-3170000-3,1235,ACTIVE
6273846329352989,Rabia Zafar,23831-9203258-5,1756,ACTIVE
6273847230257114,Imran Javed,48954-3654882-4,1603,ACTIVE
6273841240816809,Sadia Iqbal,45359-6650464-3,1290,ACTIVE
6273844160974043,Fatima Sultan,78428-5863820-9,3767,ACTIVE
6273849394578023,Sadia Javed,30253-4917211-3,4959,ACTIVE
6273841318800014,Sana Mirza,29309-5813144-6,599,ACTIVE
6273845176095410,Kashif Siddiqui,86176-6086776-9,4754,ACTIVE
6273841389518354,Usman Hussain,55697-3337296-1,3443,ACTIVE
6273845163383491,Sadia Nawaz,28726-3187213-8,4999,ACTIVE
6273843269185680,Ayesha Ahmed,53075-7732610-9,1900,ACTIVE
6273845646759350,Hira Iqbal,39091-4489450-8,4455,ACTIVE
6273846781693570,Danish Sheikh,25821-7200626-7,2557,ACTIVE
6273842600263419,Ayesha Hussain,42379-9615071-9,4456,ACTIVE
6273846233191519,Nimra Sultan,76282-8869468-5,703,ACTIVE
6273844898137755,Kashif Chaudhry,17270-7540140-3,1337,ACTIVE
6273844314076164,Kashif Chaudhry,70162-6824182-9,3839,ACTIVE
6273841741196444,Bilal Malik,39814-7271105-5,337,ACTIVE
6273846551727322,Ayesha Chaudhry,80191-1460751-1,2075,ACTIVE
6273849202341942,Maryam Khan,76021-8082408-7,2173,ACTIVE
6273846108881593,Nimra Hussain,41034-9296052-9,3302,ACTIVE
6273843420607356,Rabia Farooq,81633-9188819-5,144,ACTIVE
6273845746986690,Bilal Aslam,51427-7917231-5,837,ACTIVE
6273849718733345,Noor Iqbal,52269-6489835-5,1200,ACTIVE
6273848168659687,Rabia Rashid,92729-3810678-7,300,ACTIVE
6273848349877962,Fatima Khan,26294-2090648-6,4917,ACTIVE
6273848483303111,Rabia Ahmed,66952-4587851-4,4070,BLOCKED
6273849837121993,Hina Butt,14836-4381355-8,3705,ACTIVE
6273843638677281,Adnan Mirza,75875-2425443-2,4513,ACTIVE
6273842270777910,Mehwish Zafar,81647-3617755-1,1969,ACTIVE
6273841828315659,Owais Iqbal,67981-4480858-8,245,ACTIVE
6273848220787699,Nimra Raza,41899-6515364-7,1381,ACTIVE
6273841031379642,Imran Ahmed,82386-5651568-2,1663,ACTIVE
6273842306462935,Umar Rashid,80058-5150644-9,72,ACTIVE
6273844536373330,Farhan Raza,34297-8035498-4,409,ACTIVE
6273849780734743,Ahmed Butt,77918-1360076-1,2630,ACTIVE
6273842555364743,Tariq Hussain,88857-1048260-5,1519,ACTIVE
6273841962850397,Asad Malik,68613-6663370-7,928,ACTIVE
6273848198794651,Hira Siddiqui,23142-9890560-3,3158,ACTIVE
6273841956264994,Hira Sultan,94358-9380467-6,1769,BLOCKED
6273843020855870,Farhan Qureshi,93302-8803940-3,4688,ACTIVE
6273843689990368,Hira Malik,89738-8871206-8,4132,ACTIVE
6273849011560788,Junaid Malik,12680-2836630-2,52,ACTIVE
6273847157476509,Bilal Javed,52024-4888470-8,1932,ACTIVE
6273847184467216,Tariq Chaudhry,80764-3458806-7,1861,ACTIVE
6273847268231848,Sana Farooq,35127-7280050-7,3568,ACTIVE
6273844648203111,Sadia Mirza,65696-7888251-6,1054,ACTIVE
6273846746418663,Iqra Ahmed,63360-1323198-4,1083,ACTIVE
6273848534603081,Hira Sultan,26272-3467798-2,3754,ACTIVE
6273844734400812,Iqra Ahmed,78025-4405939-4,3730,ACTIVE
6273844950430961,Shahid Hussain,75921-1300970-3,3727,ACTIVE
6273844333568744,Bilal Malik,45501-4776628-1,257,BLOCKED
6273841801488995,Iqra Khan,84627-2837999-3,1259,ACTIVE
6273843566903578,Kashif Ahmed,82479-6078982-5,4374,BLOCKED
6273841551032147,Sadia Khan,35863-4974612-6,912,BLOCKED
6273845758101047,Laiba Zafar,24544-5225834-7,3882,ACTIVE
6273847411851479,Hina Nawaz,32237-6615679-1,2143,ACTIVE
6273848843619629,Umar Iqbal,27214-7196141-6,2379,ACTIVE
6273848020948368,Ayesha Hussain,24432-8519747-5,1220,ACTIVE
6273849629925129,Zainab Bashir,35061-7745470-1,4419,ACTIVE
6273845995870348,Mehwish Hussain,70726-6991262-3,2445,ACTIVE
6273849802098969,Nimra Aslam,42690-7483900-4,275,ACTIVE
6273844063118328,Kashif Rashid,17534-5319044-8,1635,ACTIVE
6273845951536916,Hassan Ahmed,85136-6603473-8,2523,ACTIVE
6273848828717805,Adnan Siddiqui,95336-7396351-7,847,ACTIVE
6273841661542398,Sana Raza,15002-2192889-7,2870,ACTIVE
6273841964862184,Iqra Iqbal,20658-2224903-3,2868,ACTIVE
6273842833876322,Farhan Butt,61011-4423646-8,2842,ACTIVE
6273847457539395,Farhan Bashir,26328-2596711-4,1640,ACTIVE
6273848316674977,Hina Chaudhry,38516-8241444-3,2140,ACTIVE
6273847313528664,Amna Aslam,20731-2605296-5,3508,ACTIVE
6273846780697980,Adnan Rashid,13425-5077133-2,3467,ACTIVE
6273844835208397,Nimra Mirza,89046-4384086-6,781,ACTIVE
6273841993041414,Owais Mirza,63117-9589699-1,288,ACTIVE
6273846722756958,Kashif Butt,38516-6162902-1,1172,ACTIVE
6273841657310766,Sadia Siddiqui,90761-2166519-2,3254,ACTIVE
6273844274893239,Bilal Nawaz,82278-3541349-2,171,ACTIVE
6273843321232448,Noor Qureshi,13526-1431053-6,628,ACTIVE
6273846717302748,Amna Zafar,36091-7019873-7,4351,ACTIVE
6273849801266603,Laiba Hussain,34124-8345427-8,873,ACTIVE
6273843645230281,Usman Ahmed,29078-4822657-3,920,ACTIVE
6273843999329781,Rabia Bashir,76382-9934789-6,2671,ACTIVE
6273843039511308,Bilal Qureshi,55633-2907215-3,1896,ACTIVE
6273842658563304,Hina Sheikh,21615-6092251-5,2806,ACTIVE
6273845765215512,Hira Bashir,58069-4467241-4,365,ACTIVE
6273842338599695,Laiba Bashir,88630-9704620-3,4029,ACTIVE
6273849412264198,Owais Qureshi,77758-6951566-5,1210,ACTIVE
6273848151397473,Ayesha Rashid,44236-1483701-8,4075,ACTIVE
6273843309258942,Adnan Farooq,75351-9002313-9,1362,ACTIVE
6273846827104950,Amna Sheikh,75049-1527816-8,3415,ACTIVE
6273846470567454,Nimra Zafar,42356-4418469-4,3077,ACTIVE
6273841839374488,Hina Javed,44714-4405474-5,4469,ACTIVE
6273846375194959,Junaid Qureshi,10126-4250365-8,1119,ACTIVE
6273847918551956,Farhan Farooq,46067-6951065-7,1582,ACTIVE
6273847740472217,Zainab Mirza,86489-1756181-8,3100,ACTIVE
6273847373822667,Amna Nawaz,50983-3319661-2,3560,ACTIVE
6273847102175210,Rabia Sultan,17066-3765900-2,2464,ACTIVE
6273841228384606,Hina Ahmed,80944-2825405-8,4537,ACTIVE
6273845761153801,Hira Ahmed,50844-4866450-1,2007,ACTIVE
6273846200765899,Junaid Nawaz,38583-2979493-1,70,ACTIVE
6273847835634127,Sadia Javed,60891-1704754-3,2776,ACTIVE
6273846181359988,Zainab Zafar,54606-5175030-6,1261,ACTIVE
6273841319435066,Imran Zafar,29323-1787914-1,3156,ACTIVE
6273844697419222,Mehwish Malik,19015-7575310-2,184,ACTIVE
6273843476230542,Tariq Javed,29251-4651898-3,815,ACTIVE
6273842304937936,Farhan Mirza,98992-6529483-1,2431,ACTIVE
6273847375141601,Noor Khan,99434-5493664-3,691,ACTIVE
6273841175632192,Danish Sheikh,58765-1288433-6,3239,ACTIVE
6273846733232003,Junaid Iqbal,21637-3373885-6,3677,ACTIVE
6273842123293997,Fatima Sheikh,25720-3445428-3,3810,ACTIVE
6273844439837642,Hina Zafar,81237-9623367-6,3065,ACTIVE
6273844929355211,Nimra Javed,78862-6233773-9,3432,ACTIVE
6273847032698565,Sana Qureshi,74621-5749763-3,1140,ACTIVE
6273844889372583,Umar Hussain,21804-5955622-5,1453,ACTIVE
6273844900657781,Tariq Chaudhry,57705-5754537-2,2001,ACTIVE
6273847701117680,Usman Ahmed,70671-8447614-3,1430,ACTIVE
6273842388353786,Owais Hussain,48183-3954485-4,3833,ACTIVE
6273846868787537,Adnan Bashir,49391-5456746-7,1572,ACTIVE
6273842178054784,Farhan Butt,32573-6009121-8,132,ACTIVE
6273847224529031,Junaid Iqbal,43657-2041066-4,1130,ACTIVE
6273847465446241,Imran Sultan,75455-1730337-4,474,ACTIVE
6273845633121420,Maryam Farooq,32406-3639754-6,3019,ACTIVE
6273845850555966,Imran Butt,80320-7089948-2,4712,ACTIVE
6273849142208106,Owais Ahmed,25076-3632574-1,4634,ACTIVE
6273843828524428,Junaid Iqbal,94338-5149634-4,3651,ACTIVE
6273841650466148,Farhan Qureshi,12293-4509508-3,2764,ACTIVE
6273847575534912,Farhan Nawaz,50780-5689127-6,3868,ACTIVE
6273841981522711,Ayesha Siddiqui,73208-9948192-8,3414,ACTIVE
6273842146024655,Amna Ahmed,29696-6937454-4,2922,ACTIVE
6273844173298260,Mehwish Rashid,52066-2038378-5,4742,ACTIVE
6273849121123140,Sadia Siddiqui,74334-9662230-5,3025,ACTIVE
6273846814354078,Asad Hussain,38587-4991619-3,4999,ACTIVE
6273843251178177,Laiba Nawaz,83358-3139662-9,4423,BLOCKED
6273845469698509,Nimra Sheikh,16287-5747609-8,4800,ACTIVE
6273849875297457,Iqra Butt,60017-3723906-6,963,ACTIVE
6273844690842978,Adnan Bashir,17833-9528161-4,1029,ACTIVE
6273849925009234,Sana Khan,43665-1715331-8,3291,ACTIVE
6273848950723177,Ahmed Mirza,88843-8349560-2,2473,ACTIVE
6273845654609536,Hassan Farooq,14817-7361963-3,3264,ACTIVE
6273846143816519,Sadia Rashid,36803-4237057-3,1563,ACTIVE
6273845143766095,Shahid Zafar,76793-5035692-3,4420,ACTIVE
6273845822419307,Hassan Nawaz,98559-3711213-5,1733,ACTIVE
6273845617009718,Owais Zafar,26218-8302938-1,1385,ACTIVE
6273849972766215,Usman Rashid,94482-6762583-7,4770,ACTIVE
6273843799943134,Imran Rashid,88117-6447855-4,160,ACTIVE
6273842637275466,Shahid Ahmed,12017-5383699-4,4092,ACTIVE
